Paper_Number,Type_of_salmon,Category,ESB,ESP,Hatchery_fish,Sentence_about_service,Service_in_my_words,Type_of_interaction,CICES_section1,CICES_division1,CICES_group1,CICES_class1,CICES_code1,CICES_section2,CICES_division2,CICES_group2,CICES_class2,CICES_code2,CICES_section3,CICES_division3,CICES_group3,CICES_class3,CICES_code3,EE_domain1,EE_code1,EE_domain2,EE_code2,EE_domain3,EE_code3
8,sockeye,eco,Riparian zone,salmon carcasses,No,"""A large run of 20 million sockeye to the Bristol Bay region of Alaska (Gende et al. 2002) can deliver as much as 5.4 × 107 kg of body tissue for the slow-cycle pathway upon death after spawning, yielding 2.4 × 105 kg of P, 18 × 106 kg of N and 2.7 × 106 kg of Ca, plus other macroelements to riparian zones. This nutrient delivery is equivalent to the amount of fertilizer used to support 56 000 ha of intensive corn production in the US Midwest."" (1204)",Nutrient provision to riparian zone,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy   ",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,Regulation & Maintenance ,"Regulation of physical, chemical, biological conditions",Regulation of soil quality,Decomposition and fixing processes and their effect on soil quality,2.2.4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,"pink, chum",eco,Sculpin,salmon eggs,No,"""Sculpin diets shifted from invertebrates and juvenile salmonids to salmon eggs when salmon arrived in autumn, with salmon-derived nutrient contributions to diets and sculpin condition increasing with increasing biomass of spawning salmon among streams."" (521)",Nutrient provision to stream-resident fish,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy   ",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,not specified,eco,Stream-resident fish,salmon eggs,No,"""Freshwater fish, including sculpins (Cottus spp.) and salmonids, consume salmon eggs and alevin, as well as invertebrates and other fish that also benefit from salmon (Foote and Brown 1998; Chaloner et al. 2002; Denton et al. 2010)."" (521)",Nutrient provision to stream-resident fish,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy   ",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,Pacific salmon,both,"fisheries, species",salmon,No,"""Six species of Pacific salmon (Oncorhynchus spp.) support valuable commercial, recreational, and Indigenous fisheries (Criddle and Shimizu 2014, Amberson et al. 2016), while also providing an important source of food and nutrients for many species in the marine, freshwater, and terrestrial realms (Helfield and Naiman 2001, Quinn et al. 2003, Williams et al. 2011, Field and Reynolds 2013)."" (2)","fisheries support (including indigenous), nutrients for species",Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy   ",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,Cultural ,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Physical and experiential interactions with natural environment,"Characteristics of living systems that that enable activities promoting health, recuperation or enjoyment through active or immersive interactions",3.1.1.1,Cultural ,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Intellectual and representative interactions with natural environment,Characteristics of living systems that are resonant in terms of culture or heritage,3.1.2.3,Knowledge & Practices,Fishing Activities,NA,NA,NA,NA
10,Not specified,eco,"species, stream",spawning salmon,No,"""The influx of salmon can lead to direct or indirect effects via several mechanisms, including (1) nutrient subsidies to species that directly consume wild salmon or their carcasses, (2) fertilization through excretion or decomposition, with indirect ecological effects at higher trophic levels, and (3) disturbance or bioturbation of sediment during spawning (Gende et al. 2002, Janetski et al. 2009, Moore and Schindler 2010, Hocking and Reynolds 2011)."" (2)","Prov of nut, water qual","Direct, Indirect",Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy   ",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,Regulation & Maintenance ,"Regulation of physical, chemical, biological conditions",Water conditions,Regulation of the chemical condition of freshwaters by living processes,2.2.5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,sockeye,eco,Rainbow trout,salmon eggs,No,"""Rainbow Trout growth rate per day at Hidden creek...Lynx Creek""; ""Rainbow trout consumption of salmon eggs (diet samples in mid-late August, across 6 years)"" S2",provision for stream-resident fish,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy   ",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,sockeye,eco,Arctic grayling,salmon eggs,No,"""Arctic greyling growth rate per day at Hidden creek...Lynx Creek""; ""Artic grayling consumption of salmon eggs (diet samples in mid-late August, across 6 years)"" S2",provision for stream-resident fish,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy   ",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,sockeye,eco,bear,spawning salmon,No,"""Predatory preference: difference in mean length of natural (senecscent) and bear-killed slamon"" (S2)",provision for terrestrial species,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy   ",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy   ",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,chum,eco,brown bear,spawning salmon,No,"""Average number of chum salmon caught per hour in July by brown bears at McNeil River Falls, vs annual chum salmon escapement index""",provision for terrestrial species,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy   ",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy   ",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,"pink, chum",eco,"Pacific-slope flycatcher, golden crown kinglet, birds (general)",salmon,No,"""bird density (ha-1)""",prey for birds,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy   ",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy   ",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,"pink, chum",eco,scavenging birds,salmon carcasses,No,"""scavenging bird abundance"" S2",prey for birds,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy   ",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,"pink, chum",eco,stream invertebrates,salmon,No,"""Avg Invert d15N for each stream"" S2, applies to Collector-gatherer, predator, shredder, grazer guilds",provision for bugs; regulating stream chem,"Direct, Indirect",Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy   ",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,Regulation & Maintenance ,"Regulation of physical, chemical, biological conditions",Water conditions,Regulation of the chemical condition of freshwaters by living processes,2.2.5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,"pink, chum",eco,stream invertebrates,salmon,No,"""Avg Invert d13C for each stream"" S2 applies to shredder, collector-gatherer, and predator guilds",provision for bugs; regulating stream chem,"Direct, Indirect",Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy   ",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,Regulation & Maintenance ,"Regulation of physical, chemical, biological conditions",Water conditions,Regulation of the chemical condition of freshwaters by living processes,2.2.5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,"pink, chum",eco,Dungeness crabs,salmon,No,"""Salmon dietary proportion in Dungeness crab diet""; ""Dungeness crab muscle tissue d15N"" S2",provision for estuary animals,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy   ",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,pink,eco,"softshell clams, upper, mid, and lower clam bed zone",salmon,No,"""d15N softshell clam"" S2",provision for estuary animals,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy   ",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,"pink, chum, coho",eco,"carabid beetles, litter spiders, millipedes",salmon,No,"""d15N in Carabid Beetles...Litter Spiders...Millipedes"" S2",provision for bugs,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy   ",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,sockeye,eco,periphyton,salmon,No,"""Peak periphyton d15N (parts per thousand)"" ;""Per cent MDN in periphyton"" S2","provision for stream film, stream chem","Direct, Indirect",Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy   ",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,Regulation & Maintenance ,"Regulation of physical, chemical, biological conditions",Water conditions,Regulation of the chemical condition of freshwaters by living processes,2.2.5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,pink,eco,juvenile coho salmon,salmon carcasses,No,"""abundance of juvenile coho salmon in fall during spawning...forklength"" S2",provision for stream-resident fish,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy   ",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,chum,eco,juvenile coho salmon,salmon carcasses,No,juvenile coho salmon forklength at age 0 and 1,provision for stream-resident fish,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy   ",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,"sockeye, pink, chum, chinook",eco,dolly varden,salmon,No,Dolly Varden d15N (%) in summer,provision for stream-resident fish,Unclear,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy   ",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,"pink, chum",eco,coastrange sculpin,salmon,No,Coastrange sculpin density (num/m2); biomass (g/m2),provision for stream-resident fish,Unclear,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy   ",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,"pink, chum",eco,sculpin,salmon,No,15N in sculpin fin and liver tissue,provision for stream-resident fish,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy   ",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,"pink, chum",eco,sculpin,salmon,No,13C in sculpin fin and liver tissue,provision for stream-resident fish,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy   ",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,"pink, chum",eco,sculpin,salmon,No,"proportion of pink and chum eggs, carcass tissue and alevins in long-term/short term diet of sculpin and long-term, before salmon spawning",provision for stream-resident fish,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy   ",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy   ",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
